Filename,repeated_content_and_pronoun_lemmas,function_ttr,pronoun_density,reason_and_purpose,adjacent_overlap_binary_all_para,adjacent_overlap_binary_verb_sent,addition,adjacent_overlap_binary_2_noun_sent,adjacent_overlap_fw_para,adjacent_overlap_binary_2_all_sent
20dollarbill-female.en.0.txt,0.338855422,0.244224422,0.043674699,0.009036145,1,0.36,0.030120482,0.541666667,0.352941176,1
20dollarbill-female.en.1.txt,0.369397218,0.243902439,0.044822257,0.00927357,0.928571429,0.35483871,0.027820711,0.566666667,0.260115607,0.966666667
20dollarbill-female.en.2.txt,0.389204545,0.225705329,0.039772727,0.005681818,1,0.307692308,0.028409091,0.526315789,0.283505155,0.947368421
20dollarbill-female.en.3.txt,0.404984424,0.235087719,0.03894081,0.00623053,1,0.268292683,0.028037383,0.55,0.305555556,0.975
20dollarbill-female.en.4.txt,0.45620438,0.232653061,0.047445255,0.005474453,1,0.24,0.016423358,0.530612245,0.346666667,0.959183673
3d-indoormap.en.0.txt,0.35946924,0.196850394,0.036188179,0.009650181,1,0.243243243,0.018094089,0.611111111,0.33463035,1
3d-indoormap.en.1.txt,0.38976378,0.202247191,0.043307087,0.010498688,0.962962963,0.261904762,0.014435696,0.609756098,0.303846154,1
3d-indoormap.en.2.txt,0.395027624,0.2,0.051104972,0.008287293,1,0.159090909,0.012430939,0.581395349,0.315789474,0.976744186
3d-indoormap.en.3.txt,0.421138211,0.226765799,0.048780488,0.006504065,0.923076923,0.195652174,0.011382114,0.4,0.300492611,0.933333333
3d-indoormap.en.4.txt,0.419203747,0.269230769,0.053864169,0.007025761,0.947368421,0.194444444,0.016393443,0.428571429,0.268115942,0.885714286
3D-limbs.en.0.txt,0.419701987,0.152700186,0.068708609,0.010761589,0.928571429,0.171875,0.038907285,0.476190476,0.360881543,0.968253968
3D-limbs.en.1.txt,0.418864097,0.176886792,0.061866126,0.009127789,0.882352941,0.148148148,0.044624746,0.490566038,0.291946309,0.943396226
3D-limbs.en.2.txt,0.469512195,0.205714286,0.085365854,0.007317073,0.88,0.137931034,0.037804878,0.50877193,0.285123967,0.964912281
3D-limbs.en.3.txt,0.488151659,0.221804511,0.096366509,0.003159558,0.904761905,0.070175439,0.02685624,0.446428571,0.306010929,0.910714286
3D-limbs.en.4.txt,0.452442159,0.28125,0.089974293,0,1,0.044444444,0.020565553,0.477272727,0.309734513,0.886363636
401k-literacy.en.0.txt,0.410928962,0.187203791,0.079781421,0.001092896,1,0.371428571,0.026229508,0.794117647,0.373493976,1
401k-literacy.en.1.txt,0.429967427,0.198067633,0.080347448,0.001085776,0.9,0.181818182,0.021715527,0.627906977,0.32244898,0.976744186
401k-literacy.en.2.txt,0.429742389,0.204787234,0.080796253,0.004683841,0.85,0.153846154,0.023419204,0.431372549,0.287610619,0.941176471
401k-literacy.en.3.txt,0.4544,0.265151515,0.08,0,0.9375,0.163265306,0.024,0.520833333,0.257309942,0.854166667
401k-literacy.en.4.txt,0.47845805,0.285714286,0.068027211,0,0.882352941,0.106382979,0.022675737,0.391304348,0.248062016,0.826086957
abercrombie-headscarves.en.0.txt,0.323144105,0.191283293,0.041484716,0.004366812,1,0.171428571,0.020742358,0.764705882,0.436781609,1
abercrombie-headscarves.en.1.txt,0.341296928,0.200501253,0.045506257,0.005688282,0.958333333,0.125,0.020477816,0.446808511,0.372693727,0.957446809
abercrombie-headscarves.en.2.txt,0.34375,0.211640212,0.045673077,0.004807692,0.916666667,0.072727273,0.020432692,0.444444444,0.319230769,0.925925926
abercrombie-headscarves.en.3.txt,0.383950617,0.205882353,0.055555556,0.009876543,0.958333333,0.092307692,0.014814815,0.359375,0.256,0.9375
abercrombie-headscarves.en.4.txt,0.400881057,0.236421725,0.055800294,0.005873715,0.791666667,0.046875,0.016152717,0.412698413,0.218604651,0.873015873
accordion-lessons.en.0.txt,0.345229925,0.14159292,0.066575154,0.008236102,0.80952381,0.147058824,0.030885381,0.373134328,0.350762527,0.865671642
accordion-lessons.en.1.txt,0.325842697,0.179669031,0.061797753,0.01011236,0.9,0.222222222,0.038202247,0.454545455,0.331103679,0.954545455
accordion-lessons.en.2.txt,0.374002281,0.164215686,0.0672748,0.009122007,0.96969697,0.092592593,0.038768529,0.41509434,0.352348993,0.981132075
accordion-lessons.en.3.txt,0.371631206,0.198170732,0.069503546,0.014184397,0.935483871,0.08,0.031205674,0.448979592,0.310077519,0.897959184
accordion-lessons.en.4.txt,0.392424242,0.20735786,0.072727273,0.013636364,0.970588235,0.074074074,0.021212121,0.377358491,0.290983607,0.924528302
ADHD-game.en.0.txt,0.373904576,0.194748359,0.055501461,0.007789679,1,0.326530612,0.025316456,0.395833333,0.336507937,1
ADHD-game.en.1.txt,0.388349515,0.187637969,0.057281553,0.009708738,0.862068966,0.230769231,0.026213592,0.411764706,0.32278481,0.980392157
ADHD-game.en.2.txt,0.426614481,0.195011338,0.057729941,0.004892368,0.857142857,0.196721311,0.021526419,0.35,0.277227723,0.933333333
ADHD-game.en.3.txt,0.424433249,0.206395349,0.064231738,0.005037783,0.888888889,0.163934426,0.028967254,0.316666667,0.253164557,0.9
ADHD-game.en.4.txt,0.430167598,0.213166144,0.069832402,0.004189944,0.916666667,0.131147541,0.026536313,0.35,0.244444444,0.916666667
adidas-mascots.en.0.txt,0.328671329,0.233333333,0.043706294,0,1,0.230769231,0.031468531,0.72,0.342105263,1
adidas-mascots.en.1.txt,0.35483871,0.236434109,0.046774194,0.001612903,0.95,0.212121212,0.032258065,0.6875,0.291666667,1
adidas-mascots.en.2.txt,0.385964912,0.238461538,0.052631579,0.003189793,0.909090909,0.095238095,0.027113238,0.56097561,0.324324324,0.975609756
adidas-mascots.en.3.txt,0.480072464,0.21875,0.065217391,0,0.947368421,0.132075472,0.030797101,0.423076923,0.231292517,0.942307692
adidas-mascots.en.4.txt,0.498559078,0.27480916,0.066282421,0,0.785714286,0.136363636,0.020172911,0.488372093,0.244186047,0.813953488
affirmativeaction-research.en.0.txt,0.426994907,0.161478599,0.06196944,0.01188455,1,0.162162162,0.034804754,0.805555556,0.516393443,1
affirmativeaction-research.en.1.txt,0.465,0.180722892,0.066,0.01,0.941176471,0.2,0.034,0.714285714,0.301724138,0.897959184
affirmativeaction-research.en.2.txt,0.504994451,0.180758017,0.07436182,0.013318535,0.95,0.081967213,0.036625971,0.633333333,0.317391304,0.983333333
affirmativeaction-research.en.3.txt,0.559248555,0.232472325,0.079479769,0.007225434,0.814814815,0.193548387,0.021676301,0.590163934,0.228571429,0.885245902
